fact_id,query_id,write_fact_A,query_B,expected_output_A
User_025896_F0,User_025896_Q0,User_025896 tinggal di kota Kupang.,Di kota mana User_025896 tinggal?,Kupang
User_002361_F1,User_002361_Q1,User_002361 bekerja sebagai Guru.,Apa pekerjaan User_002361?,Guru
User_015466_F0,User_015466_Q0,User_015466 tinggal di kota Jakarta.,Di kota mana User_015466 tinggal?,Jakarta
User_005769_F0,User_005769_Q0,User_005769 tinggal di kota Palembang.,Di kota mana User_005769 tinggal?,Palembang
User_025813_F0,User_025813_Q0,User_025813 tinggal di kota Mataram.,Di kota mana User_025813 tinggal?,Mataram
User_013063_F3,User_013063_Q3,Mobil yang dimiliki User_013063 adalah Suzuki berwarna Cokelat.,Apa merek mobil User_013063?,Suzuki
User_013931_F3,User_013931_Q3,Mobil yang dimiliki User_013931 adalah BMW berwarna Ungu.,Apa merek mobil User_013931?,BMW
User_001810_F0,User_001810_Q0,User_001810 tinggal di kota Balikpapan.,Di kota mana User_001810 tinggal?,Balikpapan
User_013617_F0,User_013617_Q0,User_013617 tinggal di kota Medan.,Di kota mana User_013617 tinggal?,Medan
User_011506_F1,User_011506_Q1,User_011506 bekerja sebagai Petani.,Apa pekerjaan User_011506?,Petani
User_026743_F4,User_026743_Q4,User_026743 baru membeli BMW warna Ungu.,Apa warna mobil User_026743?,Ungu
User_024158_F0,User_024158_Q0,User_024158 tinggal di kota Denpasar.,Di kota mana User_024158 tinggal?,Denpasar
User_028131_F0,User_028131_Q0,User_028131 tinggal di kota Pekanbaru.,Di kota mana User_028131 tinggal?,Pekanbaru
User_001234_F2,User_001234_Q2,User_001234 memiliki peliharaan Ayam bernama Molly.,Siapa nama peliharaan User_001234?,Molly
User_022554_F4,User_022554_Q4,User_022554 baru membeli Suzuki warna Merah.,Apa warna mobil User_022554?,Merah
User_007084_F0,User_007084_Q0,User_007084 tinggal di kota Jakarta.,Di kota mana User_007084 tinggal?,Jakarta
User_006469_F3,User_006469_Q3,Mobil yang dimiliki User_006469 adalah Ford berwarna Hijau.,Apa merek mobil User_006469?,Ford
User_027393_F4,User_027393_Q4,User_027393 baru membeli Mazda warna Oranye.,Apa warna mobil User_027393?,Oranye
User_000534_F0,User_000534_Q0,User_000534 tinggal di kota Padang.,Di kota mana User_000534 tinggal?,Padang
User_013220_F0,User_013220_Q0,User_013220 tinggal di kota Makassar.,Di kota mana User_013220 tinggal?,Makassar
User_020906_F1,User_020906_Q1,User_020906 bekerja sebagai Guru.,Apa pekerjaan User_020906?,Guru
User_006820_F4,User_006820_Q4,User_006820 baru membeli Ford warna Kuning.,Apa warna mobil User_006820?,Kuning
User_008627_F0,User_008627_Q0,User_008627 tinggal di kota Pontianak.,Di kota mana User_008627 tinggal?,Pontianak
User_024394_F1,User_024394_Q1,User_024394 bekerja sebagai Wartawan.,Apa pekerjaan User_024394?,Wartawan
User_003646_F2,User_003646_Q2,User_003646 memiliki peliharaan Anjing bernama Bubu.,Siapa nama peliharaan User_003646?,Bubu
User_026100_F4,User_026100_Q4,User_026100 baru membeli Hyundai warna Ungu.,Apa warna mobil User_026100?,Ungu
User_026636_F1,User_026636_Q1,User_026636 bekerja sebagai Seniman.,Apa pekerjaan User_026636?,Seniman
User_021422_F2,User_021422_Q2,User_021422 memiliki peliharaan Anjing bernama Rocky.,Siapa nama peliharaan User_021422?,Rocky
User_002564_F3,User_002564_Q3,Mobil yang dimiliki User_002564 adalah Nissan berwarna Cokelat.,Apa merek mobil User_002564?,Nissan
User_028107_F4,User_028107_Q4,User_028107 baru membeli Hyundai warna Hitam.,Apa warna mobil User_028107?,Hitam
User_009288_F2,User_009288_Q2,User_009288 memiliki peliharaan Kura-kura bernama Oyen.,Siapa nama peliharaan User_009288?,Oyen
User_028512_F2,User_028512_Q2,User_028512 memiliki peliharaan Hamster bernama Daisy.,Siapa nama peliharaan User_028512?,Daisy
User_026734_F3,User_026734_Q3,Mobil yang dimiliki User_026734 adalah Suzuki berwarna Kuning.,Apa merek mobil User_026734?,Suzuki
User_007458_F2,User_007458_Q2,User_007458 memiliki peliharaan Kura-kura bernama Molly.,Siapa nama peliharaan User_007458?,Molly
User_004595_F3,User_004595_Q3,Mobil yang dimiliki User_004595 adalah Honda berwarna Biru.,Apa merek mobil User_004595?,Honda
User_001156_F1,User_001156_Q1,User_001156 bekerja sebagai Guru.,Apa pekerjaan User_001156?,Guru
User_011943_F1,User_011943_Q1,User_011943 bekerja sebagai Seniman.,Apa pekerjaan User_011943?,Seniman
User_029533_F1,User_029533_Q1,User_029533 bekerja sebagai Polisi.,Apa pekerjaan User_029533?,Polisi
User_018998_F4,User_018998_Q4,User_018998 baru membeli Honda warna Hitam.,Apa warna mobil User_018998?,Hitam
User_026534_F3,User_026534_Q3,Mobil yang dimiliki User_026534 adalah Mazda berwarna Kuning.,Apa merek mobil User_026534?,Mazda
User_003945_F0,User_003945_Q0,User_003945 tinggal di kota Bandung.,Di kota mana User_003945 tinggal?,Bandung
User_013956_F2,User_013956_Q2,User_013956 memiliki peliharaan Kura-kura bernama Simba.,Siapa nama peliharaan User_013956?,Simba
User_019823_F0,User_019823_Q0,User_019823 tinggal di kota Mataram.,Di kota mana User_019823 tinggal?,Mataram
User_026446_F2,User_026446_Q2,User_026446 memiliki peliharaan Bebek bernama Milo.,Siapa nama peliharaan User_026446?,Milo
User_022511_F2,User_022511_Q2,User_022511 memiliki peliharaan Musang bernama Bubu.,Siapa nama peliharaan User_022511?,Bubu
User_020520_F1,User_020520_Q1,User_020520 bekerja sebagai Insinyur.,Apa pekerjaan User_020520?,Insinyur
User_018900_F0,User_018900_Q0,User_018900 tinggal di kota Palembang.,Di kota mana User_018900 tinggal?,Palembang
User_002207_F3,User_002207_Q3,Mobil yang dimiliki User_002207 adalah Ford berwarna Hitam.,Apa merek mobil User_002207?,Ford
User_007754_F0,User_007754_Q0,User_007754 tinggal di kota Medan.,Di kota mana User_007754 tinggal?,Medan
User_002288_F0,User_002288_Q0,User_002288 tinggal di kota Banjarmasin.,Di kota mana User_002288 tinggal?,Banjarmasin
User_016257_F0,User_016257_Q0,User_016257 tinggal di kota Ambon.,Di kota mana User_016257 tinggal?,Ambon
User_028310_F2,User_028310_Q2,User_028310 memiliki peliharaan Ikan bernama Milo.,Siapa nama peliharaan User_028310?,Milo
User_012564_F2,User_012564_Q2,User_012564 memiliki peliharaan Kelinci bernama Rocky.,Siapa nama peliharaan User_012564?,Rocky
User_003457_F0,User_003457_Q0,User_003457 tinggal di kota Ambon.,Di kota mana User_003457 tinggal?,Ambon
User_020490_F3,User_020490_Q3,Mobil yang dimiliki User_020490 adalah Mitsubishi berwarna Ungu.,Apa merek mobil User_020490?,Mitsubishi
User_016293_F1,User_016293_Q1,User_016293 bekerja sebagai Desainer.,Apa pekerjaan User_016293?,Desainer
User_005733_F3,User_005733_Q3,Mobil yang dimiliki User_005733 adalah Toyota berwarna Abu-abu.,Apa merek mobil User_005733?,Toyota
User_009002_F2,User_009002_Q2,User_009002 memiliki peliharaan Hamster bernama Oyen.,Siapa nama peliharaan User_009002?,Oyen
User_020773_F4,User_020773_Q4,User_020773 baru membeli Mazda warna Kuning.,Apa warna mobil User_020773?,Kuning
User_007406_F4,User_007406_Q4,User_007406 baru membeli Daihatsu warna Ungu.,Apa warna mobil User_007406?,Ungu
User_007571_F2,User_007571_Q2,User_007571 memiliki peliharaan Kura-kura bernama Max.,Siapa nama peliharaan User_007571?,Max
User_011056_F2,User_011056_Q2,User_011056 memiliki peliharaan Ikan bernama Molly.,Siapa nama peliharaan User_011056?,Molly
User_029531_F0,User_029531_Q0,User_029531 tinggal di kota Padang.,Di kota mana User_029531 tinggal?,Padang
User_013117_F4,User_013117_Q4,User_013117 baru membeli Mazda warna Merah.,Apa warna mobil User_013117?,Merah
User_003955_F0,User_003955_Q0,User_003955 tinggal di kota Palembang.,Di kota mana User_003955 tinggal?,Palembang
User_024818_F4,User_024818_Q4,User_024818 baru membeli BMW warna Ungu.,Apa warna mobil User_024818?,Ungu
User_021342_F4,User_021342_Q4,User_021342 baru membeli Ford warna Hijau.,Apa warna mobil User_021342?,Hijau
User_005915_F4,User_005915_Q4,User_005915 baru membeli Mazda warna Hijau.,Apa warna mobil User_005915?,Hijau
User_002225_F2,User_002225_Q2,User_002225 memiliki peliharaan Kelinci bernama Bella.,Siapa nama peliharaan User_002225?,Bella
User_022752_F3,User_022752_Q3,Mobil yang dimiliki User_022752 adalah Hyundai berwarna Oranye.,Apa merek mobil User_022752?,Hyundai
User_025383_F0,User_025383_Q0,User_025383 tinggal di kota Samarinda.,Di kota mana User_025383 tinggal?,Samarinda
User_011341_F2,User_011341_Q2,User_011341 memiliki peliharaan Hamster bernama Kiko.,Siapa nama peliharaan User_011341?,Kiko
User_022594_F0,User_022594_Q0,User_022594 tinggal di kota Bandung.,Di kota mana User_022594 tinggal?,Bandung
User_000631_F2,User_000631_Q2,User_000631 memiliki peliharaan Ayam bernama Mochi.,Siapa nama peliharaan User_000631?,Mochi
User_017871_F1,User_017871_Q1,User_017871 bekerja sebagai Polisi.,Apa pekerjaan User_017871?,Polisi
User_001848_F4,User_001848_Q4,User_001848 baru membeli Hyundai warna Biru.,Apa warna mobil User_001848?,Biru
User_018368_F1,User_018368_Q1,User_018368 bekerja sebagai Petani.,Apa pekerjaan User_018368?,Petani
User_007334_F1,User_007334_Q1,User_007334 bekerja sebagai Pilot.,Apa pekerjaan User_007334?,Pilot
User_000358_F2,User_000358_Q2,User_000358 memiliki peliharaan Ikan bernama Daisy.,Siapa nama peliharaan User_000358?,Daisy
User_006364_F0,User_006364_Q0,User_006364 tinggal di kota Padang.,Di kota mana User_006364 tinggal?,Padang
User_009057_F1,User_009057_Q1,User_009057 bekerja sebagai Seniman.,Apa pekerjaan User_009057?,Seniman
User_029197_F1,User_029197_Q1,User_029197 bekerja sebagai Petani.,Apa pekerjaan User_029197?,Petani
User_002023_F3,User_002023_Q3,Mobil yang dimiliki User_002023 adalah Mazda berwarna Ungu.,Apa merek mobil User_002023?,Mazda
User_027340_F3,User_027340_Q3,Mobil yang dimiliki User_027340 adalah Hyundai berwarna Hitam.,Apa merek mobil User_027340?,Hyundai
User_006898_F4,User_006898_Q4,User_006898 baru membeli BMW warna Hijau.,Apa warna mobil User_006898?,Hijau
User_022731_F4,User_022731_Q4,User_022731 baru membeli Nissan warna Oranye.,Apa warna mobil User_022731?,Oranye
User_025131_F2,User_025131_Q2,User_025131 memiliki peliharaan Ikan bernama Molly.,Siapa nama peliharaan User_025131?,Molly
User_009354_F0,User_009354_Q0,User_009354 tinggal di kota Malang.,Di kota mana User_009354 tinggal?,Malang
User_004952_F1,User_004952_Q1,User_004952 bekerja sebagai Nelayan.,Apa pekerjaan User_004952?,Nelayan
User_024001_F1,User_024001_Q1,User_024001 bekerja sebagai Pilot.,Apa pekerjaan User_024001?,Pilot
User_011915_F1,User_011915_Q1,User_011915 bekerja sebagai Penulis.,Apa pekerjaan User_011915?,Penulis
User_025090_F0,User_025090_Q0,User_025090 tinggal di kota Makassar.,Di kota mana User_025090 tinggal?,Makassar
User_025821_F3,User_025821_Q3,Mobil yang dimiliki User_025821 adalah Hyundai berwarna Oranye.,Apa merek mobil User_025821?,Hyundai
User_019817_F0,User_019817_Q0,User_019817 tinggal di kota Medan.,Di kota mana User_019817 tinggal?,Medan
User_014962_F3,User_014962_Q3,Mobil yang dimiliki User_014962 adalah Nissan berwarna Biru.,Apa merek mobil User_014962?,Nissan
User_018877_F4,User_018877_Q4,User_018877 baru membeli Mazda warna Hitam.,Apa warna mobil User_018877?,Hitam
User_023337_F1,User_023337_Q1,User_023337 bekerja sebagai Polisi.,Apa pekerjaan User_023337?,Polisi
User_008871_F4,User_008871_Q4,User_008871 baru membeli Mazda warna Merah.,Apa warna mobil User_008871?,Merah
User_004767_F3,User_004767_Q3,Mobil yang dimiliki User_004767 adalah Nissan berwarna Putih.,Apa merek mobil User_004767?,Nissan
User_013325_F0,User_013325_Q0,User_013325 tinggal di kota Yogyakarta.,Di kota mana User_013325 tinggal?,Yogyakarta
User_023818_F3,User_023818_Q3,Mobil yang dimiliki User_023818 adalah Honda berwarna Cokelat.,Apa merek mobil User_023818?,Honda
User_003188_F2,User_003188_Q2,User_003188 memiliki peliharaan Ikan bernama Bella.,Siapa nama peliharaan User_003188?,Bella
User_003647_F0,User_003647_Q0,User_003647 tinggal di kota Semarang.,Di kota mana User_003647 tinggal?,Semarang
User_003385_F4,User_003385_Q4,User_003385 baru membeli Mitsubishi warna Oranye.,Apa warna mobil User_003385?,Oranye
User_025367_F3,User_025367_Q3,Mobil yang dimiliki User_025367 adalah Honda berwarna Kuning.,Apa merek mobil User_025367?,Honda
User_019407_F1,User_019407_Q1,User_019407 bekerja sebagai Arsitek.,Apa pekerjaan User_019407?,Arsitek
User_028222_F3,User_028222_Q3,Mobil yang dimiliki User_028222 adalah Hyundai berwarna Abu-abu.,Apa merek mobil User_028222?,Hyundai
User_017189_F0,User_017189_Q0,User_017189 tinggal di kota Medan.,Di kota mana User_017189 tinggal?,Medan
User_027067_F0,User_027067_Q0,User_027067 tinggal di kota Malang.,Di kota mana User_027067 tinggal?,Malang
User_019928_F4,User_019928_Q4,User_019928 baru membeli Hyundai warna Merah.,Apa warna mobil User_019928?,Merah
User_021846_F3,User_021846_Q3,Mobil yang dimiliki User_021846 adalah Hyundai berwarna Ungu.,Apa merek mobil User_021846?,Hyundai
User_022479_F2,User_022479_Q2,User_022479 memiliki peliharaan Musang bernama Oyen.,Siapa nama peliharaan User_022479?,Oyen
User_004606_F2,User_004606_Q2,User_004606 memiliki peliharaan Kelinci bernama Bella.,Siapa nama peliharaan User_004606?,Bella
User_004776_F2,User_004776_Q2,User_004776 memiliki peliharaan Musang bernama Mochi.,Siapa nama peliharaan User_004776?,Mochi
User_028743_F2,User_028743_Q2,User_028743 memiliki peliharaan Bebek bernama Bella.,Siapa nama peliharaan User_028743?,Bella
User_017290_F3,User_017290_Q3,Mobil yang dimiliki User_017290 adalah Suzuki berwarna Biru.,Apa merek mobil User_017290?,Suzuki
User_002195_F4,User_002195_Q4,User_002195 baru membeli Hyundai warna Putih.,Apa warna mobil User_002195?,Putih
User_025309_F2,User_025309_Q2,User_025309 memiliki peliharaan Anjing bernama Bubu.,Siapa nama peliharaan User_025309?,Bubu
User_023053_F4,User_023053_Q4,User_023053 baru membeli Mazda warna Putih.,Apa warna mobil User_023053?,Putih
User_026926_F4,User_026926_Q4,User_026926 baru membeli Toyota warna Kuning.,Apa warna mobil User_026926?,Kuning
User_001465_F2,User_001465_Q2,User_001465 memiliki peliharaan Kura-kura bernama Kiko.,Siapa nama peliharaan User_001465?,Kiko
User_011676_F1,User_011676_Q1,User_011676 bekerja sebagai Tentara.,Apa pekerjaan User_011676?,Tentara
User_027394_F4,User_027394_Q4,User_027394 baru membeli BMW warna Hijau.,Apa warna mobil User_027394?,Hijau
User_016977_F3,User_016977_Q3,Mobil yang dimiliki User_016977 adalah BMW berwarna Abu-abu.,Apa merek mobil User_016977?,BMW
User_003073_F3,User_003073_Q3,Mobil yang dimiliki User_003073 adalah Hyundai berwarna Abu-abu.,Apa merek mobil User_003073?,Hyundai
User_013034_F4,User_013034_Q4,User_013034 baru membeli Mitsubishi warna Hijau.,Apa warna mobil User_013034?,Hijau
User_003618_F3,User_003618_Q3,Mobil yang dimiliki User_003618 adalah Mitsubishi berwarna Abu-abu.,Apa merek mobil User_003618?,Mitsubishi
User_017271_F3,User_017271_Q3,Mobil yang dimiliki User_017271 adalah Mazda berwarna Cokelat.,Apa merek mobil User_017271?,Mazda
User_008509_F3,User_008509_Q3,Mobil yang dimiliki User_008509 adalah Toyota berwarna Biru.,Apa merek mobil User_008509?,Toyota
User_017933_F1,User_017933_Q1,User_017933 bekerja sebagai Polisi.,Apa pekerjaan User_017933?,Polisi
User_028907_F0,User_028907_Q0,User_028907 tinggal di kota Medan.,Di kota mana User_028907 tinggal?,Medan
User_013784_F1,User_013784_Q1,User_013784 bekerja sebagai Desainer.,Apa pekerjaan User_013784?,Desainer
User_006089_F2,User_006089_Q2,User_006089 memiliki peliharaan Burung bernama Bubu.,Siapa nama peliharaan User_006089?,Bubu
User_004851_F4,User_004851_Q4,User_004851 baru membeli Honda warna Hijau.,Apa warna mobil User_004851?,Hijau
User_019004_F3,User_019004_Q3,Mobil yang dimiliki User_019004 adalah Nissan berwarna Hijau.,Apa merek mobil User_019004?,Nissan
User_008612_F4,User_008612_Q4,User_008612 baru membeli Toyota warna Ungu.,Apa warna mobil User_008612?,Ungu
User_021277_F2,User_021277_Q2,User_021277 memiliki peliharaan Hamster bernama Bubu.,Siapa nama peliharaan User_021277?,Bubu
User_009494_F4,User_009494_Q4,User_009494 baru membeli Honda warna Oranye.,Apa warna mobil User_009494?,Oranye
User_029837_F0,User_029837_Q0,User_029837 tinggal di kota Denpasar.,Di kota mana User_029837 tinggal?,Denpasar
User_021321_F2,User_021321_Q2,User_021321 memiliki peliharaan Musang bernama Molly.,Siapa nama peliharaan User_021321?,Molly
User_012102_F3,User_012102_Q3,Mobil yang dimiliki User_012102 adalah Mitsubishi berwarna Kuning.,Apa merek mobil User_012102?,Mitsubishi
User_003420_F0,User_003420_Q0,User_003420 tinggal di kota Kupang.,Di kota mana User_003420 tinggal?,Kupang
User_006329_F1,User_006329_Q1,User_006329 bekerja sebagai Koki.,Apa pekerjaan User_006329?,Koki
User_001664_F0,User_001664_Q0,User_001664 tinggal di kota Bandung.,Di kota mana User_001664 tinggal?,Bandung
User_014096_F0,User_014096_Q0,User_014096 tinggal di kota Pontianak.,Di kota mana User_014096 tinggal?,Pontianak
User_001726_F3,User_001726_Q3,Mobil yang dimiliki User_001726 adalah BMW berwarna Oranye.,Apa merek mobil User_001726?,BMW
User_005473_F4,User_005473_Q4,User_005473 baru membeli Mazda warna Hitam.,Apa warna mobil User_005473?,Hitam
User_008234_F4,User_008234_Q4,User_008234 baru membeli Ford warna Cokelat.,Apa warna mobil User_008234?,Cokelat
User_023808_F3,User_023808_Q3,Mobil yang dimiliki User_023808 adalah BMW berwarna Kuning.,Apa merek mobil User_023808?,BMW
User_009243_F0,User_009243_Q0,User_009243 tinggal di kota Manado.,Di kota mana User_009243 tinggal?,Manado
User_000681_F1,User_000681_Q1,User_000681 bekerja sebagai Dokter.,Apa pekerjaan User_000681?,Dokter
User_006066_F4,User_006066_Q4,User_006066 baru membeli Mitsubishi warna Merah.,Apa warna mobil User_006066?,Merah
User_028027_F1,User_028027_Q1,User_028027 bekerja sebagai Pilot.,Apa pekerjaan User_028027?,Pilot
User_012684_F0,User_012684_Q0,User_012684 tinggal di kota Surabaya.,Di kota mana User_012684 tinggal?,Surabaya
User_013195_F1,User_013195_Q1,User_013195 bekerja sebagai Seniman.,Apa pekerjaan User_013195?,Seniman
User_027030_F2,User_027030_Q2,User_027030 memiliki peliharaan Bebek bernama Rocky.,Siapa nama peliharaan User_027030?,Rocky
User_012696_F2,User_012696_Q2,User_012696 memiliki peliharaan Bebek bernama Rocky.,Siapa nama peliharaan User_012696?,Rocky
User_000127_F1,User_000127_Q1,User_000127 bekerja sebagai Petani.,Apa pekerjaan User_000127?,Petani
User_006030_F1,User_006030_Q1,User_006030 bekerja sebagai Petani.,Apa pekerjaan User_006030?,Petani
User_013545_F1,User_013545_Q1,User_013545 bekerja sebagai Koki.,Apa pekerjaan User_013545?,Koki
User_018048_F4,User_018048_Q4,User_018048 baru membeli Honda warna Putih.,Apa warna mobil User_018048?,Putih
User_015695_F2,User_015695_Q2,User_015695 memiliki peliharaan Musang bernama Daisy.,Siapa nama peliharaan User_015695?,Daisy
User_019682_F3,User_019682_Q3,Mobil yang dimiliki User_019682 adalah Daihatsu berwarna Hitam.,Apa merek mobil User_019682?,Daihatsu
User_005037_F2,User_005037_Q2,User_005037 memiliki peliharaan Bebek bernama Max.,Siapa nama peliharaan User_005037?,Max
User_027885_F1,User_027885_Q1,User_027885 bekerja sebagai Wartawan.,Apa pekerjaan User_027885?,Wartawan
User_026688_F3,User_026688_Q3,Mobil yang dimiliki User_026688 adalah Mitsubishi berwarna Oranye.,Apa merek mobil User_026688?,Mitsubishi
User_016274_F3,User_016274_Q3,Mobil yang dimiliki User_016274 adalah Toyota berwarna Oranye.,Apa merek mobil User_016274?,Toyota
User_024551_F4,User_024551_Q4,User_024551 baru membeli Mitsubishi warna Hitam.,Apa warna mobil User_024551?,Hitam
User_001801_F3,User_001801_Q3,Mobil yang dimiliki User_001801 adalah BMW berwarna Cokelat.,Apa merek mobil User_001801?,BMW
User_016895_F1,User_016895_Q1,User_016895 bekerja sebagai Penulis.,Apa pekerjaan User_016895?,Penulis
User_026400_F2,User_026400_Q2,User_026400 memiliki peliharaan Ikan bernama Leo.,Siapa nama peliharaan User_026400?,Leo
User_020154_F1,User_020154_Q1,User_020154 bekerja sebagai Desainer.,Apa pekerjaan User_020154?,Desainer
User_022427_F2,User_022427_Q2,User_022427 memiliki peliharaan Kura-kura bernama Kiko.,Siapa nama peliharaan User_022427?,Kiko
User_012481_F4,User_012481_Q4,User_012481 baru membeli Suzuki warna Ungu.,Apa warna mobil User_012481?,Ungu
User_006674_F2,User_006674_Q2,User_006674 memiliki peliharaan Kucing bernama Luna.,Siapa nama peliharaan User_006674?,Luna
User_018477_F4,User_018477_Q4,User_018477 baru membeli Hyundai warna Hijau.,Apa warna mobil User_018477?,Hijau
User_010858_F0,User_010858_Q0,User_010858 tinggal di kota Medan.,Di kota mana User_010858 tinggal?,Medan
User_026882_F4,User_026882_Q4,User_026882 baru membeli Toyota warna Hitam.,Apa warna mobil User_026882?,Hitam
User_022996_F0,User_022996_Q0,User_022996 tinggal di kota Medan.,Di kota mana User_022996 tinggal?,Medan
User_005721_F2,User_005721_Q2,User_005721 memiliki peliharaan Ikan bernama Kiko.,Siapa nama peliharaan User_005721?,Kiko
User_020792_F1,User_020792_Q1,User_020792 bekerja sebagai Petani.,Apa pekerjaan User_020792?,Petani
User_023536_F3,User_023536_Q3,Mobil yang dimiliki User_023536 adalah Ford berwarna Hijau.,Apa merek mobil User_023536?,Ford
User_008544_F3,User_008544_Q3,Mobil yang dimiliki User_008544 adalah BMW berwarna Putih.,Apa merek mobil User_008544?,BMW
User_003798_F3,User_003798_Q3,Mobil yang dimiliki User_003798 adalah Toyota berwarna Putih.,Apa merek mobil User_003798?,Toyota
User_024581_F3,User_024581_Q3,Mobil yang dimiliki User_024581 adalah Mitsubishi berwarna Abu-abu.,Apa merek mobil User_024581?,Mitsubishi
User_002445_F4,User_002445_Q4,User_002445 baru membeli Daihatsu warna Hijau.,Apa warna mobil User_002445?,Hijau
User_003786_F1,User_003786_Q1,User_003786 bekerja sebagai Dokter.,Apa pekerjaan User_003786?,Dokter
User_001846_F1,User_001846_Q1,User_001846 bekerja sebagai Seniman.,Apa pekerjaan User_001846?,Seniman
User_027131_F3,User_027131_Q3,Mobil yang dimiliki User_027131 adalah Suzuki berwarna Biru.,Apa merek mobil User_027131?,Suzuki
User_017282_F4,User_017282_Q4,User_017282 baru membeli Daihatsu warna Hitam.,Apa warna mobil User_017282?,Hitam
User_024040_F0,User_024040_Q0,User_024040 tinggal di kota Palembang.,Di kota mana User_024040 tinggal?,Palembang
User_024473_F4,User_024473_Q4,User_024473 baru membeli Nissan warna Biru.,Apa warna mobil User_024473?,Biru
User_015110_F2,User_015110_Q2,User_015110 memiliki peliharaan Anjing bernama Oyen.,Siapa nama peliharaan User_015110?,Oyen
User_011387_F1,User_011387_Q1,User_011387 bekerja sebagai Wartawan.,Apa pekerjaan User_011387?,Wartawan
User_008230_F3,User_008230_Q3,Mobil yang dimiliki User_008230 adalah Hyundai berwarna Kuning.,Apa merek mobil User_008230?,Hyundai
User_026694_F4,User_026694_Q4,User_026694 baru membeli Toyota warna Kuning.,Apa warna mobil User_026694?,Kuning
User_021215_F1,User_021215_Q1,User_021215 bekerja sebagai Dokter.,Apa pekerjaan User_021215?,Dokter
User_029499_F0,User_029499_Q0,User_029499 tinggal di kota Balikpapan.,Di kota mana User_029499 tinggal?,Balikpapan
User_016929_F4,User_016929_Q4,User_016929 baru membeli Toyota warna Merah.,Apa warna mobil User_016929?,Merah
User_017594_F4,User_017594_Q4,User_017594 baru membeli BMW warna Cokelat.,Apa warna mobil User_017594?,Cokelat
User_006561_F0,User_006561_Q0,User_006561 tinggal di kota Surabaya.,Di kota mana User_006561 tinggal?,Surabaya
User_027379_F4,User_027379_Q4,User_027379 baru membeli Toyota warna Merah.,Apa warna mobil User_027379?,Merah
User_008535_F3,User_008535_Q3,Mobil yang dimiliki User_008535 adalah Nissan berwarna Merah.,Apa merek mobil User_008535?,Nissan
User_008259_F3,User_008259_Q3,Mobil yang dimiliki User_008259 adalah Daihatsu berwarna Putih.,Apa merek mobil User_008259?,Daihatsu
User_006376_F1,User_006376_Q1,User_006376 bekerja sebagai Pilot.,Apa pekerjaan User_006376?,Pilot
User_000256_F4,User_000256_Q4,User_000256 baru membeli Honda warna Putih.,Apa warna mobil User_000256?,Putih
User_020050_F3,User_020050_Q3,Mobil yang dimiliki User_020050 adalah Mitsubishi berwarna Oranye.,Apa merek mobil User_020050?,Mitsubishi
User_014419_F0,User_014419_Q0,User_014419 tinggal di kota Denpasar.,Di kota mana User_014419 tinggal?,Denpasar
User_017140_F0,User_017140_Q0,User_017140 tinggal di kota Kupang.,Di kota mana User_017140 tinggal?,Kupang
User_006378_F2,User_006378_Q2,User_006378 memiliki peliharaan Anjing bernama Bubu.,Siapa nama peliharaan User_006378?,Bubu
User_005266_F1,User_005266_Q1,User_005266 bekerja sebagai Nelayan.,Apa pekerjaan User_005266?,Nelayan
User_006208_F0,User_006208_Q0,User_006208 tinggal di kota Mataram.,Di kota mana User_006208 tinggal?,Mataram
User_002434_F0,User_002434_Q0,User_002434 tinggal di kota Semarang.,Di kota mana User_002434 tinggal?,Semarang
User_002017_F1,User_002017_Q1,User_002017 bekerja sebagai Polisi.,Apa pekerjaan User_002017?,Polisi
User_028653_F3,User_028653_Q3,Mobil yang dimiliki User_028653 adalah BMW berwarna Hijau.,Apa merek mobil User_028653?,BMW
User_009240_F3,User_009240_Q3,Mobil yang dimiliki User_009240 adalah Hyundai berwarna Kuning.,Apa merek mobil User_009240?,Hyundai
User_016041_F1,User_016041_Q1,User_016041 bekerja sebagai Desainer.,Apa pekerjaan User_016041?,Desainer
User_020779_F3,User_020779_Q3,Mobil yang dimiliki User_020779 adalah Daihatsu berwarna Oranye.,Apa merek mobil User_020779?,Daihatsu
User_024967_F0,User_024967_Q0,User_024967 tinggal di kota Denpasar.,Di kota mana User_024967 tinggal?,Denpasar
User_025188_F3,User_025188_Q3,Mobil yang dimiliki User_025188 adalah Daihatsu berwarna Putih.,Apa merek mobil User_025188?,Daihatsu
User_022722_F4,User_022722_Q4,User_022722 baru membeli BMW warna Hijau.,Apa warna mobil User_022722?,Hijau
User_024635_F1,User_024635_Q1,User_024635 bekerja sebagai Tentara.,Apa pekerjaan User_024635?,Tentara
User_012357_F0,User_012357_Q0,User_012357 tinggal di kota Samarinda.,Di kota mana User_012357 tinggal?,Samarinda
User_005171_F0,User_005171_Q0,User_005171 tinggal di kota Ambon.,Di kota mana User_005171 tinggal?,Ambon
User_004089_F2,User_004089_Q2,User_004089 memiliki peliharaan Musang bernama Oyen.,Siapa nama peliharaan User_004089?,Oyen
User_009208_F4,User_009208_Q4,User_009208 baru membeli Toyota warna Oranye.,Apa warna mobil User_009208?,Oranye
User_025280_F4,User_025280_Q4,User_025280 baru membeli Mazda warna Putih.,Apa warna mobil User_025280?,Putih
User_008304_F2,User_008304_Q2,User_008304 memiliki peliharaan Kucing bernama Rocky.,Siapa nama peliharaan User_008304?,Rocky
